date,equity,close,state,side,emaFast,ema52,dea,fourDif,priceCross,longAllowed,filterLong
"2025-03-15",12184.192060323934,84338.44,"down",0,87462.45953911201,91048.74663097509,-3159.1174216871013,382.5431555398827,false,false,true
"2025-03-16",12184.192060323934,82574.53,"down",0,87086.46495918032,90728.96487131565,-3130.40123510022,47.43872152353288,false,false,true
"2025-03-17",12184.192060323934,84010.03,"down",0,86849.81611616645,90475.42015919053,-3066.8658460691577,160.05951019463828,false,false,true
"2025-03-18",12184.192060323934,82715.03,"down",0,86531.75564569212,90182.57524752297,-2998.5080466209906,-220.128496180012,false,false,true
"2025-03-19",12184.192060323934,86845.94,"down",0,86555.92367294658,90056.66448346549,-2857.9706197676564,446.543618238371,true,false,true
"2025-03-20",12184.192060323934,84223.39,"down",0,86376.49800579685,89836.5409180517,-2714.886965362043,421.25498659072036,false,false,true
"2025-03-21",12190.17218365786,84088.79,"down",-1,86200.5204668894,89619.64465699314,-2573.667754281994,96.6500265232171,false,false,true
"2025-03-22",12219.641435544925,83840.59,"down",-1,86018.98735405176,89401.567122767,-2439.1140611850524,26.80804859471391,false,false,true
"2025-03-23",11953.455253038357,86082.5,"down",-1,86023.87294220162,89276.31930681352,-2274.4641135591046,295.3857598826871,true,false,true
"2025-03-24",11785.371283955188,87498.16,"down",-1,86137.27963895534,89209.218955613,-2071.811646699792,972.3062521100219,false,false,true
"2025-03-25",11797.872563291163,87392.87,"down",-1,86233.86351288186,89140.67748558987,-1852.9210768248447,851.2936010151898,false,false,true
"2025-03-26",11855.303172226591,86909.17,"down",-1,86285.81016573712,89056.46965594497,-1638.821352992058,529.457978211809,false,false,true
"2025-03-27",11816.971773035537,87232.01,"down",-1,86358.59476837273,88987.62212175837,-1430.0619709410564,340.23187811525713,false,false,true
"2025-03-28",12150.326953034248,84424.38,"down",-1,86209.80901695944,88815.42430584296,-1277.1280197874235,-474.97268795203127,false,false,true
"2025-03-29",12361.17576959801,82648.54,"down",-1,85935.8652464241,88582.71169052813,-1192.623074567744,-1041.4973328565393,false,false,true
"2025-03-30",12391.873896412679,82389.99,"down",-1,85663.10561208379,88349.0240795648,-1156.8447784587727,-968.3234562329744,false,false,true
"2025-03-31",12372.87442144504,82550.01,"down",-1,85423.63671884658,88130.19335958122,-1148.2932505264232,-779.4056860115816,false,false,true
"2025-04-01",12063.182504545006,85158.34,"down",-1,85403.22927893531,88018.0479497857,-1113.023644281797,27.52407205455529,false,false,true
"2025-04-02",12376.878060339608,82516.29,"down",-1,85181.15702670952,87810.43444224662,-1102.4721138513432,283.8438969937124,false,false,true
"2025-04-03",12294.14568840203,83213.09,"down",-1,85029.76725542419,87636.94974631279,-1094.336729141565,-288.18996264980524,false,false,true
"2025-04-04",12213.790328643254,83889.87,"down",-1,84942.0828511608,87495.55051060289,-1074.8503636736582,-158.823400808702,false,false,true
"2025-04-05",12255.569701544222,83537.99,"down",-1,84834.07570876382,87346.20860454241,-1052.4351693364656,-163.0608512384497,false,false,true
"2025-04-06",12862.050942263842,78430,"down",-1,84341.45450039738,87009.7479024842,-1108.4555678456932,-777.8412791373994,false,false,true
"2025-04-07",12774.991980726083,79163.24,"down",-1,83943.13030805912,86713.65326465463,-1196.4763841308861,-1521.967732712248,false,false,true
"2025-04-08",13112.287871724522,76322.42,"down",-1,83356.9218228238,86321.53125466766,-1342.5368579196725,-1352.7626073391584,false,false,true
"2025-04-09",12365.131915741753,82615.22,"down",-1,83299.86783645274,86181.67045260473,-1413.860871442765,-516.3982715788152,false,false,true
"2025-04-10",12722.267903397436,79607.3,"down",-1,83015.82415672562,85933.58100156304,-1479.3697288278756,-44.31865497153194,false,false,true
"2025-04-11",12269.122945310977,83423.84,"down",-1,83047.20999082366,85838.87379395688,-1473.5372269272173,767.0750536328269,true,false,true
"2025-04-12",12049.105653200402,85276.9,"down",-1,83218.72460691414,85817.66723569436,-1390.3721130908393,1283.9317462996987,false,false,true
"2025-04-13",12229.210037517441,83760,"down",-1,83260.36117561306,85740.01941547947,-1284.1283832380996,987.9199912879994,false,false,true
"2025-04-14",12130.474983189295,84591.58,"down",-1,83362.76262364282,85696.6820790463,-1152.794734294481,811.3707140802726,false,false,true
"2025-04-15",12242.984122575532,83643.99,"down",-1,83384.39549874722,85619.22200059172,-1025.1107296617863,550.5785261379497,false,false,true
"2025-04-16",12197.107312597116,84030.38,"down",-1,83434.08661422822,85559.26569868259,-897.906596396367,245.02982906549005,false,false,true
"2025-04-17",12088.167253435397,84947.91,"down",-1,83550.5345669799,85536.1956723172,-760.9863220362702,269.4712857007544,false,false,true
"2025-04-18",12144.353552299202,84474.69,"down",-1,83621.62344644299,85496.13885449391,-630.9692526612655,174.99030908607529,false,false,true
"2025-04-19",12072.83896810655,85077.01,"down",-1,83733.57625825507,85480.32267130546,-501.0469176768342,260.33752325233945,false,false,true
"2025-04-20",12060.701008314385,85179.24,"down",-1,83844.78116146622,85468.96106106752,-375.22169663969214,118.1031099488755,false,false,true
"2025-04-21",11783.225798936657,87516.23,"down",-1,84127.2003028919,85546.21649272535,-220.4199165660134,784.6241600618087,false,false,true
"2025-04-22",11772.83602118136,93442.99,"down",0,84843.79951036176,85844.20794583004,39.489220111471155,1710.4863480588683,false,false,false
"2025-04-23",11772.83602118136,93691.08,"up",0,85524.35954802624,86140.31632523268,355.5208723498715,2231.435565053427,false,true,false
"2025-04-24",11772.83602118136,93980.47,"up",0,86174.82958279346,86436.17118088428,693.9688730906541,1773.1223926508246,false,true,false
"2025-04-25",11772.83602118136,94638.68,"up",0,86825.89499950167,86745.6998155679,1037.6446640263673,1636.3339529921795,false,true,false
"2025-04-26",11772.83602118136,94628,"up",0,87426.05692261693,87043.14510554647,1364.0456844733242,1171.5105036972818,false,true,true
"2025-04-27",11772.83602118136,93749.3,"up",0,87912.46023626179,87296.20755439378,1645.3806512697722,675.0259743480419,false,true,true
"2025-04-28",11772.83602118136,95011.18,"up",0,88458.51560270319,87587.33859007704,1900.1034479431914,578.1619792987622,false,true,true
"2025-04-29",11772.83602118136,94256.82,"up",0,88904.53901787987,87839.01713384772,2108.4271687071778,458.65347882513015,false,true,true
"2025-04-30",11772.83602118136,94172,"up",0,89309.72832419681,88077.99761936291,2270.58938833983,203.93695583553927,false,true,true
